CATE,bedrooms,halls,AREA,floor,subway,school,price,LONG,LAT,NAME,DISTRICT
fengtai,2,2,121.25,low,1,0,31341,116.4050504,39.86285392,南三环中路,刘家窑
fengtai,1,1,39.59,high,1,0,42435,116.4243208,39.86489557,南三环中路15号院,蒲黄榆
fengtai,3,1,75,middle,1,0,42000,116.4243208,39.86489557,南三环中路15号院,蒲黄榆
fengtai,2,1,68.4,middle,1,0,39474,116.4243208,39.86489557,南三环中路15号院,蒲黄榆
fengtai,2,1,59.5,middle,1,0,41177,116.419495,39.86386408,南三环中路59号,木樨园
dongcheng,2,1,47.7,low,1,0,48847,116.4191109,39.86380517,南三环中路61号院,木樨园
fengtai,2,1,56.5,low,1,0,61947,116.3922216,39.86480937,南三环中路71号院,洋桥
fengtai,2,1,60.3,middle,1,0,44777,116.3922216,39.86480937,南三环中路71号院,洋桥
fengtai,2,1,60,middle,1,0,41667,116.3922216,39.86480937,南三环中路71号院,洋桥
fengtai,3,1,100.68,low,1,0,41220,116.3922216,39.86480937,南三环中路71号院,洋桥
fengtai,2,1,60,high,1,0,40834,116.3922216,39.86480937,南三环中路71号院,洋桥
fengtai,1,1,53.8,low,1,0,39963,116.3922216,39.86480937,南三环中路71号院,洋桥
fengtai,2,1,60.4,high,1,0,39404,116.3922216,39.86480937,南三环中路71号院,洋桥
fengtai,2,1,75.34,middle,1,0,37829,116.3922216,39.86480937,南三环中路71号院,洋桥
chaoyang,1,1,36.98,low,1,0,70309,116.3859595,40.00546241,南沙滩小区,南沙滩
chaoyang,3,1,78.21,middle,1,0,62013,116.3859595,40.00546241,南沙滩小区,南沙滩
chaoyang,2,1,52.85,high,1,0,60549,116.3859595,40.00546241,南沙滩小区,南沙滩
chaoyang,1,1,41.55,high,1,0,59688,116.3859595,40.00546241,南沙滩小区,南沙滩
chaoyang,2,1,62.3,low,1,0,59391,116.3859595,40.00546241,南沙滩小区,南沙滩
chaoyang,1,1,48.34,middle,1,0,58544,116.3859595,40.00546241,南沙滩小区,南沙滩
chaoyang,2,1,71.95,high,1,0,58374,116.3859595,40.00546241,南沙滩小区,南沙滩
chaoyang,3,1,103.19,high,1,0,52913,116.3859595,40.00546241,南沙滩小区,南沙滩
chaoyang,2,1,67.81,middle,1,0,52353,116.3859595,40.00546241,南沙滩小区,南沙滩
chaoyang,2,1,78,middle,1,0,43847,113.2763463,23.1246067,南十里居,朝阳公园
chaoyang,2,1,69.12,high,1,0,43403,113.2763463,23.1246067,南十里居,朝阳公园
chaoyang,2,1,70.26,middle,1,0,42699,113.2763463,23.1246067,南十里居,朝阳公园
chaoyang,2,1,53.93,high,1,0,42648,113.2763463,23.1246067,南十里居,朝阳公园
chaoyang,2,1,54,middle,1,0,42593,113.2763463,23.1246067,南十里居,朝阳公园
chaoyang,2,1,69,high,1,0,42029,113.2763463,23.1246067,南十里居,朝阳公园
chaoyang,3,1,69.52,high,1,0,41715,113.2763463,23.1246067,南十里居,朝阳公园
chaoyang,2,1,56.88,high,1,0,41316,113.2763463,23.1246067,南十里居,朝阳公园
chaoyang,2,1,67.62,high,1,0,41113,113.2763463,23.1246067,南十里居,朝阳公园
chaoyang,2,1,57.77,middle,1,0,40679,116.4963766,39.96479244,南十里居10号院,酒仙桥
dongcheng,3,1,75,low,1,1,77334,116.4385596,39.92664302,南水关,广渠门
dongcheng,2,1,49.7,high,1,1,70423,116.4385596,39.92664302,南水关,广渠门
dongcheng,2,1,59,high,1,1,64407,116.4385596,39.92664302,南水关,广渠门
dongcheng,3,1,68,middle,1,1,60295,116.4385596,39.92664302,南水关,广渠门
dongcheng,3,1,102.9,high,1,1,60253,116.4385596,39.92664302,南水关,广渠门
fengtai,2,1,68,middle,1,0,38236,116.3755315,39.81284194,南庭新苑北区,新宫
fengtai,2,1,68,low,1,0,36030,116.3755315,39.81284194,南庭新苑北区,新宫
fengtai,2,1,59,low,1,0,35594,116.3755315,39.81284194,南庭新苑北区,新宫
fengtai,2,1,61.74,high,1,0,34014,116.3755315,39.81284194,南庭新苑北区,新宫
xicheng,2,1,66.45,high,1,1,82769,116.3981674,39.88700275,南纬路,陶然亭
xicheng,2,1,53.04,middle,0,1,86727,116.401101,39.8870114,南纬路2号院,陶然亭
xicheng,2,1,50.7,middle,0,1,85799,116.401101,39.8870114,南纬路2号院,陶然亭
xicheng,2,1,57.25,low,0,1,83843,116.401101,39.8870114,南纬路2号院,陶然亭
xicheng,3,1,78.63,high,0,1,80123,116.401101,39.8870114,南纬路2号院,陶然亭
xicheng,3,1,62.08,high,0,1,77320,116.401101,39.8870114,南纬路2号院,陶然亭
xicheng,2,1,70.21,high,1,0,74064,116.3961532,39.88711554,南纬路37号院,陶然亭
fengtai,1,0,48.67,high,0,0,36984,116.4083553,39.86261232,南曦大厦,木樨园
fengtai,2,1,110.3,middle,0,0,34452,116.4083553,39.86261232,南曦大厦,木樨园
fengtai,2,1,115.88,high,0,0,34001,116.4083553,39.86261232,南曦大厦,木樨园
fengtai,3,2,148.18,high,0,0,33743,116.4083553,39.86261232,南曦大厦,木樨园
fengtai,2,1,93,middle,0,0,33334,116.4083553,39.86261232,南曦大厦,木樨园
fengtai,2,1,110.3,high,0,0,32185,116.4083553,39.86261232,南曦大厦,木樨园
fengtai,2,2,116,high,0,0,30604,116.4083553,39.86261232,南曦大厦,木樨园
fengtai,2,1,117.98,low,0,0,30345,116.4083553,39.86261232,南曦大厦,木樨园
fengtai,2,1,115.69,middle,0,0,30254,116.4083553,39.86261232,南曦大厦,木樨园
fengtai,2,2,117.98,low,0,0,29582,116.4083553,39.86261232,南曦大厦,木樨园
fengtai,3,2,139.23,low,0,0,28730,116.4083553,39.86261232,南曦大厦,木樨园
xicheng,3,1,136,middle,1,0,63236,116.3597351,39.89173465,南线阁35号院,牛街
xicheng,3,2,120.6,low,1,0,74627,116.3596887,39.89111026,南线阁37号院,牛街
xicheng,2,1,87.03,middle,1,0,71815,116.359365,39.89040103,南线阁39号院,牛街
xicheng,3,1,107,low,1,0,68225,116.3588672,39.88927442,南线阁41号院,牛街
xicheng,2,1,43,middle,1,0,67442,116.3595687,39.89442303,南线阁5号院,牛街
chaoyang,2,2,79.27,middle,1,0,46046,116.4733213,39.87627837,南新园,华威桥
chaoyang,2,1,72.33,high,1,0,45901,116.4733213,39.87627837,南新园,华威桥
chaoyang,2,1,70,low,1,0,44286,116.4733213,39.87627837,南新园,华威桥
chaoyang,2,1,78.11,middle,1,0,43273,116.4733213,39.87627837,南新园,华威桥
chaoyang,2,1,74.54,middle,1,0,42930,116.4733213,39.87627837,南新园,华威桥
chaoyang,3,1,74.89,middle,1,0,42730,116.4733213,39.87627837,南新园,华威桥
chaoyang,1,1,55.38,middle,1,0,41532,116.4733213,39.87627837,南新园,华威桥
chaoyang,1,1,50.61,middle,1,0,39518,116.4733213,39.87627837,南新园,华威桥
chaoyang,2,1,80.43,high,1,0,38543,116.4733213,39.87627837,南新园,华威桥
fengtai,3,1,79.06,low,0,0,32887,116.4057289,39.81390767,南苑北里二区,和义
fengtai,2,1,65,high,0,0,29231,116.4057289,39.81390767,南苑北里二区,和义
fengtai,3,1,88.31,low,0,0,32273,116.4006769,39.81686741,南苑北里三区,和义
fengtai,2,1,73,high,0,0,31507,116.4006769,39.81686741,南苑北里三区,和义
fengtai,1,1,47.69,high,0,0,31454,116.4006769,39.81686741,南苑北里三区,和义
fengtai,3,1,78,high,0,0,29488,116.4006769,39.81686741,南苑北里三区,和义
fengtai,2,1,62.83,high,0,0,29286,116.4006769,39.81686741,南苑北里三区,和义
fengtai,2,1,84,low,0,0,28572,116.4006769,39.81686741,南苑北里三区,和义
fengtai,2,1,61.85,high,0,0,28295,116.4006769,39.81686741,南苑北里三区,和义
fengtai,3,1,75.51,high,0,0,27149,116.4006769,39.81686741,南苑北里三区,和义
fengtai,3,2,142,middle,0,0,24648,116.4006769,39.81686741,南苑北里三区,和义
fengtai,2,1,69.98,middle,0,0,29295,116.4021217,39.81388227,南苑北里四区,和义
fengtai,2,1,75,high,0,0,40000,116.4055018,39.81560346,南苑北里一区,和义
fengtai,2,1,76,high,0,0,28948,116.4055018,39.81560346,南苑北里一区,和义
fengtai,2,1,76.67,high,0,0,26738,116.4055018,39.81560346,南苑北里一区,和义
xicheng,2,1,60,middle,1,0,66667,116.3577852,39.88777318,南运巷,白纸坊
xicheng,3,1,75.61,middle,1,0,64807,116.3577852,39.88777318,南运巷,白纸坊
xicheng,3,1,75.61,high,1,0,64145,116.3577852,39.88777318,南运巷,白纸坊
xicheng,1,1,44.82,low,1,0,63811,116.3577852,39.88777318,南运巷,白纸坊
xicheng,3,1,82,low,1,0,63171,116.3577852,39.88777318,南运巷,白纸坊
xicheng,2,1,76,middle,1,0,63158,116.3577852,39.88777318,南运巷,白纸坊
xicheng,1,1,54.02,middle,1,0,62940,116.3577852,39.88777318,南运巷,白纸坊
xicheng,3,1,83.16,middle,1,0,61929,116.3577852,39.88777318,南运巷,白纸坊
xicheng,3,1,83.49,low,1,0,60846,116.3577852,39.88777318,南运巷,白纸坊
fengtai,3,1,96.13,high,1,0,41091,116.3669964,39.85532548,南珠苑,草桥
fengtai,2,1,69.06,low,1,0,40545,116.3669964,39.85532548,南珠苑,草桥
fengtai,2,1,83.78,low,1,0,40464,116.3669964,39.85532548,南珠苑,草桥
fengtai,3,1,96.13,high,1,0,39010,116.3669964,39.85532548,南珠苑,草桥
fengtai,3,1,96.13,low,1,0,37450,116.3669964,39.85532548,南珠苑,草桥
dongcheng,2,1,65.87,low,1,1,95643,116.4349131,39.92805224,南竹杆胡同,朝阳门内
dongcheng,2,1,66.08,high,1,1,86260,116.4349131,39.92805224,南竹杆胡同,朝阳门内
dongcheng,3,1,88.71,middle,1,1,76655,116.4349131,39.92805224,南竹杆胡同,朝阳门内
fengtai,2,1,60,low,1,0,40000,116.3052398,39.87026951,泥洼路5号院,七里庄
xicheng,2,1,95.87,middle,1,0,73016,116.4596527,39.92834651,牛街18,牛街
xicheng,1,1,71.35,low,1,0,66574,116.4596527,39.92834651,牛街18,牛街
xicheng,1,0,43.78,high,1,0,65327,116.4596527,39.92834651,牛街18,牛街
xicheng,3,1,128.03,low,1,0,62486,116.4596527,39.92834651,牛街18,牛街
xicheng,1,1,52.35,low,1,0,72589,116.3747655,39.89420352,牛街东里,牛街
xicheng,2,1,73.34,middle,1,0,72267,116.3747655,39.89420352,牛街东里,牛街
xicheng,2,1,73.37,low,1,0,72237,116.3747655,39.89420352,牛街东里,牛街
xicheng,2,1,73.77,middle,1,0,71845,116.3747655,39.89420352,牛街东里,牛街
xicheng,2,1,73.37,middle,1,0,71556,116.3747655,39.89420352,牛街东里,牛街
xicheng,3,1,92.86,high,1,0,71075,116.3747655,39.89420352,牛街东里,牛街
xicheng,1,1,61.55,high,1,0,69862,116.3747655,39.89420352,牛街东里,牛街
xicheng,1,1,54.67,middle,1,0,69508,116.3747655,39.89420352,牛街东里,牛街
xicheng,2,1,73.37,middle,1,1,68148,116.3747655,39.89420352,牛街东里,牛街
xicheng,1,1,56.98,middle,1,0,66691,116.3747655,39.89420352,牛街东里,牛街
xicheng,1,1,54.26,high,1,0,66348,116.3747655,39.89420352,牛街东里,牛街
xicheng,2,1,72.89,low,1,0,66128,116.3747655,39.89420352,牛街东里,牛街
xicheng,2,1,73.77,high,1,0,64796,116.3747655,39.89420352,牛街东里,牛街
xicheng,3,1,101,middle,1,0,64357,116.3747655,39.89420352,牛街东里,牛街
xicheng,2,1,82.63,middle,1,0,63537,116.3747655,39.89420352,牛街东里,牛街
xicheng,3,1,101,middle,1,0,62377,116.3747655,39.89420352,牛街东里,牛街
xicheng,3,1,97.18,middle,1,0,62256,116.3747655,39.89420352,牛街东里,牛街
xicheng,2,1,81.23,low,1,0,62170,116.3747655,39.89420352,牛街东里,牛街
xicheng,3,1,103,low,1,0,61166,116.3747655,39.89420352,牛街东里,牛街
xicheng,2,1,85.12,middle,1,0,58741,116.3747655,39.89420352,牛街东里,牛街
xicheng,2,1,94,high,1,0,72341,116.3682108,39.89263338,牛街西里,牛街
xicheng,2,1,75.41,high,1,0,70283,116.3682108,39.89263338,牛街西里,牛街
xicheng,3,1,100,high,1,0,70000,116.3682108,39.89263338,牛街西里,牛街
xicheng,2,1,73.33,middle,1,0,69549,116.3682108,39.89263338,牛街西里,牛街
xicheng,1,1,54.97,middle,1,0,69129,116.3682108,39.89263338,牛街西里,牛街
xicheng,2,1,74,low,1,0,67568,116.3682108,39.89263338,牛街西里,牛街
xicheng,2,1,74.61,middle,1,0,67016,116.3682108,39.89263338,牛街西里,牛街
xicheng,2,1,73.14,low,1,0,65628,116.3682108,39.89263338,牛街西里,牛街
xicheng,2,1,81.15,high,1,0,65312,116.3682108,39.89263338,牛街西里,牛街
xicheng,2,1,67.58,low,1,0,65109,116.3682108,39.89263338,牛街西里,牛街
xicheng,1,1,57.67,middle,1,0,65026,116.3682108,39.89263338,牛街西里,牛街
xicheng,2,1,75.4,low,1,0,63661,116.3682108,39.89263338,牛街西里,牛街
xicheng,2,1,75.41,middle,1,0,63653,116.3682108,39.89263338,牛街西里,牛街
xicheng,2,1,81,high,1,0,62963,116.3682108,39.89263338,牛街西里,牛街
xicheng,1,1,58.07,high,1,0,62856,116.3682108,39.89263338,牛街西里,牛街
xicheng,3,1,103.1,middle,1,0,61106,116.3682108,39.89263338,牛街西里,牛街
chaoyang,3,1,81.78,low,1,1,71901,116.4599309,39.9287657,农丰里,东大桥
chaoyang,1,1,39.51,low,1,0,46824,116.4683259,39.88974361,农光东里,劲松
chaoyang,2,1,51.64,low,1,0,46476,116.4683259,39.88974361,农光东里,劲松
chaoyang,1,1,40,high,1,0,46250,116.4683259,39.88974361,农光东里,劲松
chaoyang,1,1,43.54,low,1,0,45476,116.4683259,39.88974361,农光东里,劲松
chaoyang,2,1,63.47,low,1,0,42225,116.4683259,39.88974361,农光东里,劲松
chaoyang,2,1,63.97,high,1,0,41895,116.4683259,39.88974361,农光东里,劲松
chaoyang,2,1,62.25,high,1,0,41607,116.4683259,39.88974361,农光东里,劲松
chaoyang,1,1,39.9,low,1,0,40853,116.4683259,39.88974361,农光东里,劲松
chaoyang,3,1,90.19,high,1,0,39916,116.4683259,39.88974361,农光东里,劲松
chaoyang,3,1,83.28,low,1,0,37224,116.4683259,39.88974361,农光东里,劲松
chaoyang,3,1,68.32,middle,1,0,46839,116.4695216,39.88929058,农光里,劲松
chaoyang,1,1,41.07,middle,1,0,45776,116.4695216,39.88929058,农光里,劲松
chaoyang,2,1,76.85,middle,1,0,45023,116.4695216,39.88929058,农光里,劲松
chaoyang,2,1,74.42,low,1,0,44747,116.4695216,39.88929058,农光里,劲松
chaoyang,3,1,123.95,low,1,0,44373,116.4695216,39.88929058,农光里,劲松
chaoyang,2,1,65.12,middle,1,0,44227,116.4695216,39.88929058,农光里,劲松
chaoyang,2,1,67.93,high,1,0,44164,116.4695216,39.88929058,农光里,劲松
chaoyang,2,2,102.01,high,1,0,44114,116.4695216,39.88929058,农光里,劲松
chaoyang,1,1,48.05,low,1,0,43705,116.4695216,39.88929058,农光里,劲松
chaoyang,2,1,60.75,high,1,0,43622,116.4695216,39.88929058,农光里,劲松
chaoyang,2,1,86,high,1,0,43024,116.4695216,39.88929058,农光里,劲松
chaoyang,2,1,58.11,low,1,0,42678,116.4695216,39.88929058,农光里,劲松
chaoyang,1,1,52.87,low,1,0,41612,116.4695216,39.88929058,农光里,劲松
chaoyang,3,2,130.4,middle,1,0,40645,116.4695216,39.88929058,农光里,劲松
chaoyang,2,1,70,middle,1,0,40000,116.4695216,39.88929058,农光里,劲松
chaoyang,2,1,73.37,high,1,0,39526,116.4695216,39.88929058,农光里,劲松
chaoyang,2,1,70,high,1,0,35000,116.4695216,39.88929058,农光里,劲松
chaoyang,2,1,72.44,middle,1,0,39343,116.4689011,39.88577374,农光南里,劲松
chaoyang,2,0,44.66,middle,1,0,43664,116.4792767,39.88564835,农光南路,劲松
chaoyang,2,1,85.04,high,1,0,41746,116.4792767,39.88564835,农光南路,劲松
chaoyang,2,1,68,high,1,0,38236,116.4792767,39.88564835,农光南路,劲松
chaoyang,3,1,93.6,high,1,0,37394,116.4792767,39.88564835,农光南路,劲松
haidian,2,1,60.8,middle,1,1,91941,116.3346131,39.96311938,农科院,皂君庙
haidian,2,1,54.4,middle,1,1,91912,116.3346131,39.96311938,农科院,皂君庙
haidian,1,1,41.3,high,1,1,89589,116.3346131,39.96311938,农科院,皂君庙
haidian,2,1,77.5,low,1,1,85807,116.3346131,39.96311938,农科院,皂君庙
haidian,1,1,64.12,middle,1,1,83438,116.3346131,39.96311938,农科院,皂君庙
haidian,3,1,135,low,1,1,80000,116.3346131,39.96311938,农科院,皂君庙
haidian,3,2,102.42,middle,1,0,78598,116.2934487,39.9509876,农林科学院宿舍,四季青
haidian,2,1,77.6,low,1,1,92140,116.3304576,39.9682312,农影小区,皂君庙
haidian,3,1,59.49,high,1,1,89091,116.3304576,39.9682312,农影小区,皂君庙
haidian,3,1,93.94,high,1,1,88355,116.3304576,39.9682312,农影小区,皂君庙
chaoyang,1,2,78.89,middle,1,1,70352,116.4262186,40.0016714,欧陆经典,亚运村小营
chaoyang,2,1,81.03,low,1,1,69111,116.4262186,40.0016714,欧陆经典,亚运村小营
chaoyang,3,2,137.11,middle,1,1,61995,116.4262186,40.0016714,欧陆经典,亚运村小营
chaoyang,2,1,99.07,high,1,1,60564,116.4262186,40.0016714,欧陆经典,亚运村小营
chaoyang,2,1,99.07,low,1,1,59554,116.4262186,40.0016714,欧陆经典,亚运村小营
chaoyang,3,1,105.91,low,1,1,55708,116.4262186,40.0016714,欧陆经典,亚运村小营
chaoyang,3,1,131,high,1,1,51527,116.4262186,40.0016714,欧陆经典,亚运村小营
chaoyang,2,1,72.89,middle,1,0,43902,116.486795,39.88549934,潘道庙,北工大
dongcheng,3,1,70.04,middle,1,0,82810,116.4450618,39.93527473,潘家坡胡同4号院,朝阳门外
dongcheng,2,1,55.55,middle,1,0,81009,116.4450618,39.93527473,潘家坡胡同4号院,朝阳门外
dongcheng,3,1,70.04,high,1,0,78527,116.4450618,39.93527473,潘家坡胡同4号院,朝阳门外
dongcheng,3,1,65.73,middle,1,0,76069,116.4450618,39.93527473,潘家坡胡同4号院,朝阳门外
chaoyang,2,1,61.97,middle,1,0,48411,116.4578157,39.8853049,潘家园东里,潘家园
chaoyang,3,1,82.96,middle,1,0,45806,116.4578157,39.8853049,潘家园东里,潘家园
chaoyang,2,1,64.47,middle,1,0,45758,116.4578157,39.8853049,潘家园东里,潘家园
chaoyang,3,1,85,middle,1,0,44706,116.4578157,39.8853049,潘家园东里,潘家园
chaoyang,2,1,58.37,high,1,0,44201,116.4578157,39.8853049,潘家园东里,潘家园
chaoyang,2,1,58.37,high,1,0,43687,116.4578157,39.8853049,潘家园东里,潘家园
chaoyang,2,1,57,high,1,0,43685,116.4578157,39.8853049,潘家园东里,潘家园
chaoyang,2,0,56.29,low,1,0,43525,116.4578157,39.8853049,潘家园东里,潘家园
chaoyang,2,1,65.77,middle,1,0,43333,116.4578157,39.8853049,潘家园东里,潘家园
chaoyang,2,1,70.33,low,1,0,39813,116.4578157,39.8853049,潘家园东里,潘家园
chaoyang,3,1,83.44,low,1,0,39550,116.4578157,39.8853049,潘家园东里,潘家园
chaoyang,3,1,104.73,low,1,0,38194,116.4578157,39.8853049,潘家园东里,潘家园
chaoyang,2,1,70.32,low,1,1,46218,116.4530452,39.8832072,潘家园小区,潘家园
chaoyang,2,1,53.1,low,1,0,46140,116.4530452,39.8832072,潘家园小区,潘家园
chaoyang,2,1,57,high,1,0,45439,116.4530452,39.8832072,潘家园小区,潘家园
chaoyang,3,1,72.52,middle,1,0,43988,116.4530452,39.8832072,潘家园小区,潘家园
chaoyang,3,1,82.37,low,1,0,43706,116.4530452,39.8832072,潘家园小区,潘家园
chaoyang,2,1,68.76,middle,1,0,39995,116.4530452,39.8832072,潘家园小区,潘家园
dongcheng,6,1,415,low,1,0,86747,116.4275799,39.95367132,炮局二条,东直门
dongcheng,1,1,41.2,middle,1,1,91020,116.4299382,39.95305183,炮局头条,东直门
dongcheng,3,1,78.75,middle,1,1,85080,116.4299382,39.95305183,炮局头条,东直门
dongcheng,2,1,58.43,low,1,1,84717,116.4299382,39.95305183,炮局头条,东直门
dongcheng,2,1,57,high,1,0,81579,116.4299382,39.95305183,炮局头条,东直门
dongcheng,2,1,57.5,low,1,0,74783,116.4299382,39.95305183,炮局头条,东直门
dongcheng,2,1,57.61,high,1,1,87659,116.4398697,39.89659235,培新街乙5号院,广渠门
dongcheng,3,1,96.64,middle,1,1,84851,116.4398697,39.89659235,培新街乙5号院,广渠门
dongcheng,2,1,83.64,middle,1,1,81301,116.4398697,39.89659235,培新街乙5号院,广渠门
dongcheng,2,1,75.3,high,1,1,79682,116.4398697,39.89659235,培新街乙5号院,广渠门
dongcheng,2,1,69.03,high,1,1,79676,116.4398697,39.89659235,培新街乙5号院,广渠门
dongcheng,2,1,70.39,low,1,1,79557,116.4398697,39.89659235,培新街乙5号院,广渠门
dongcheng,2,1,70,low,1,1,78572,116.4398697,39.89659235,培新街乙5号院,广渠门
dongcheng,2,1,84,high,1,1,78334,116.4398697,39.89659235,培新街乙5号院,广渠门
dongcheng,2,1,69.03,low,1,1,77068,116.4398697,39.89659235,培新街乙5号院,广渠门
dongcheng,3,1,131,low,1,1,76336,116.4398697,39.89659235,培新街乙5号院,广渠门
dongcheng,2,1,113.55,low,1,1,75738,116.4398697,39.89659235,培新街乙5号院,广渠门
dongcheng,2,1,70,low,1,1,75715,116.4398697,39.89659235,培新街乙5号院,广渠门
dongcheng,3,1,135.98,middle,1,1,72438,116.4398697,39.89659235,培新街乙5号院,广渠门
xicheng,3,1,76.17,high,1,0,72995,116.3775341,39.88576745,盆儿胡同62号院,牛街
xicheng,3,1,97.52,high,1,1,53323,116.3775341,39.88576745,盆儿胡同62号院,牛街
fengtai,2,1,85.3,middle,0,0,51583,116.3533013,39.87549859,鹏润家园,菜户营
fengtai,1,1,55.02,middle,0,0,50891,116.3533013,39.87549859,鹏润家园,菜户营
fengtai,2,2,101.6,high,0,0,50197,116.3533013,39.87549859,鹏润家园,菜户营
fengtai,3,2,147.49,low,0,0,50173,116.3533013,39.87549859,鹏润家园,菜户营
fengtai,3,1,104.37,high,0,0,49632,116.3533013,39.87549859,鹏润家园,菜户营
fengtai,2,2,93.31,middle,0,0,48227,116.3533013,39.87549859,鹏润家园,菜户营
fengtai,1,1,55,high,0,0,48182,116.3533013,39.87549859,鹏润家园,菜户营
fengtai,3,2,103.77,low,0,0,47220,116.3533013,39.87549859,鹏润家园,菜户营
fengtai,3,2,204,high,0,0,44608,116.3533013,39.87549859,鹏润家园,菜户营
fengtai,4,2,204,high,0,0,44608,116.3533013,39.87549859,鹏润家园,菜户营
fengtai,3,2,150.7,high,0,0,44128,116.3533013,39.87549859,鹏润家园,菜户营
fengtai,3,2,132,high,0,0,43940,116.3533013,39.87549859,鹏润家园,菜户营
fengtai,3,2,205.09,low,0,0,43396,116.3533013,39.87549859,鹏润家园,菜户营
fengtai,2,2,160.23,low,0,0,42752,116.3533013,39.87549859,鹏润家园,菜户营
fengtai,3,1,86.03,low,0,0,41846,116.3533013,39.87549859,鹏润家园,菜户营
fengtai,3,2,205,low,0,0,41464,116.3533013,39.87549859,鹏润家园,菜户营
fengtai,3,2,184.66,middle,0,0,41157,116.3533013,39.87549859,鹏润家园,菜户营
fengtai,4,2,257.2,high,0,0,40825,116.3533013,39.87549859,鹏润家园,菜户营
fengtai,2,2,159.85,high,0,0,40664,116.3533013,39.87549859,鹏润家园,菜户营
fengtai,3,2,185,low,0,0,38379,116.3533013,39.87549859,鹏润家园,菜户营
chaoyang,1,0,39.8,low,1,0,48242,116.4953832,39.97692754,飘HOME,酒仙桥
chaoyang,1,1,60,low,1,0,45000,116.4953832,39.97692754,飘HOME,酒仙桥
haidian,1,1,69.73,high,0,0,71706,116.4596527,39.92834651,品阁公寓,西直门
haidian,1,1,72.74,middle,0,1,65714,116.4596527,39.92834651,品阁公寓,西直门
haidian,1,1,73.23,middle,0,0,65547,116.4596527,39.92834651,品阁公寓,西直门
haidian,1,1,73.23,middle,0,0,64182,116.4596527,39.92834651,品阁公寓,西直门
chaoyang,1,1,46.82,low,1,0,44853,116.4882755,39.88811831,平乐园小区,北工大
chaoyang,2,1,60.33,low,1,0,43097,116.4882755,39.88811831,平乐园小区,北工大
chaoyang,2,1,51.31,low,1,0,39369,116.4882755,39.88811831,平乐园小区,北工大
xicheng,3,1,77.37,middle,1,0,71087,116.3795602,39.88622641,平渊北里,牛街
xicheng,1,1,44.57,middle,1,0,86606,116.3788603,39.88842828,平原里小区,牛街
xicheng,2,1,46.11,middle,1,0,84581,116.3788603,39.88842828,平原里小区,牛街
xicheng,1,1,46.56,middle,1,0,80542,116.3788603,39.88842828,平原里小区,牛街
xicheng,2,1,65.27,low,1,0,79976,116.3788603,39.88842828,平原里小区,牛街
xicheng,1,1,45,middle,1,1,78889,116.3788603,39.88842828,平原里小区,牛街
xicheng,1,1,46.16,high,1,0,78640,116.3788603,39.88842828,平原里小区,牛街
xicheng,1,1,52,low,1,0,74039,116.3788603,39.88842828,平原里小区,牛街
xicheng,2,1,65,middle,1,0,73847,116.3788603,39.88842828,平原里小区,牛街
xicheng,1,1,48.16,high,1,0,73713,116.3788603,39.88842828,平原里小区,牛街
xicheng,1,1,50.49,low,1,1,73084,116.3788603,39.88842828,平原里小区,牛街
xicheng,2,1,62.5,middle,1,0,72800,116.3788603,39.88842828,平原里小区,牛街
xicheng,2,2,76.39,high,1,1,71999,116.3788603,39.88842828,平原里小区,牛街
xicheng,3,1,100.16,low,1,0,71885,116.3788603,39.88842828,平原里小区,牛街
xicheng,3,1,81.19,high,1,0,71438,116.3788603,39.88842828,平原里小区,牛街
xicheng,3,1,80,high,1,0,71125,116.3788603,39.88842828,平原里小区,牛街
xicheng,2,1,67.5,middle,1,0,71112,116.3788603,39.88842828,平原里小区,牛街
xicheng,2,1,82.29,high,1,0,70483,116.3788603,39.88842828,平原里小区,牛街
xicheng,1,1,50.49,middle,1,0,70311,116.3788603,39.88842828,平原里小区,牛街
xicheng,3,1,80.18,high,1,0,69843,116.3788603,39.88842828,平原里小区,牛街
xicheng,2,1,81.37,high,1,0,68822,116.3788603,39.88842828,平原里小区,牛街
xicheng,3,2,81.37,high,1,0,68822,116.3788603,39.88842828,平原里小区,牛街
xicheng,2,1,65.45,middle,1,1,68755,116.3788603,39.88842828,平原里小区,牛街
xicheng,2,1,65.46,high,1,0,68745,116.3788603,39.88842828,平原里小区,牛街
xicheng,1,1,48.16,middle,1,0,68522,116.3788603,39.88842828,平原里小区,牛街
xicheng,2,1,67,middle,1,0,67911,116.3788603,39.88842828,平原里小区,牛街
xicheng,1,1,52.15,high,1,0,67690,116.3788603,39.88842828,平原里小区,牛街
xicheng,2,1,60,basement ,1,1,55000,116.3788603,39.88842828,平原里小区,牛街
xicheng,1,1,43.65,basement ,1,0,53838,116.3788603,39.88842828,平原里小区,牛街
xicheng,2,1,60.49,basement ,1,0,49595,116.3788603,39.88842828,平原里小区,牛街
xicheng,2,1,62.22,basement ,1,0,42591,116.3788603,39.88842828,平原里小区,牛街
chaoyang,3,2,112.77,high,1,1,69168,116.5848183,39.93548738,苹果派,常营
chaoyang,5,2,113,middle,1,1,69027,116.5848183,39.93548738,苹果派,常营
chaoyang,2,1,78.39,low,1,1,50262,116.5848183,39.93548738,苹果派,常营
chaoyang,2,1,79,low,1,1,49241,116.5848183,39.93548738,苹果派,常营
chaoyang,1,0,38.01,middle,1,1,48672,116.5848183,39.93548738,苹果派,常营
